airline_name,country,region,avg_entry_year,modern_count_2015,modern_count_2010,diversity_score,fleet_size,pct_modern_2015,pct_modern_2010,modernity_index,new_gen_share,cluster,pca_1,pca_2
Sevenair,Allemagne,Europe,1989.636363636364,0,0,9,22,0.0,0.0,0.0,0.0,2,-0.12620588338321256,1.609716027164257
Severstal Aircompany,Russie,Europe,1999.5,0,0,2,8,0.0,0.0,0.0,0.0,0,-0.7097923142559374,-0.3756816705514164
Shandong Airlines,Taïwan,Asia,1998.1294964028773,13,13,3,139,9.352517985611511,9.352517985611511,0.0935251798561151,0.0935251798561151,0,0.45859402322182174,0.4476713971715165
Shanghai Airlines,Taïwan,Asia,1999.3589743589744,16,16,3,78,20.51282051282051,20.51282051282051,0.2051282051282051,0.2051282051282051,0,1.1596021828198664,-0.24595013637776472
Shenzhen Airlines,Taïwan,Asia,2003.7272727272727,19,46,5,121,15.702479338842975,38.01652892561984,0.1570247933884297,0.1570247933884297,2,1.0592944259159434,0.6993601922113707
Sichuan Airlines,Taïwan,Asia,2002.3636363636365,20,62,6,143,13.986013986013988,43.35664335664335,0.1398601398601398,0.1398601398601398,2,1.064179714248333,1.1557513065666718
Sideral Linhas Aereas,Brésil,South America,1985.5833333333333,0,0,4,12,0.0,0.0,0.0,0.0,0,-0.5430533340065874,0.19157481451020467
Sierra Charlie Aviation,Porto Rico,North America,1955.0,0,0,1,17,0.0,0.0,0.0,0.0,0,-0.7627754242732776,-0.5908501619144231
Sierra West Airlines,Porto Rico,North America,1974.3,0,0,3,10,0.0,0.0,0.0,0.0,0,-0.6264228241312624,-0.09205342802060583
Silk Way Airlines,Azerbaïdjan,Asia,1971.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
Silk Way West Airlines,Azerbaïdjan,Asia,1991.25,0,1,3,8,0.0,12.5,0.0,0.0,0,-0.6319476205144141,-0.10450065550566111
Silver Air,Porto Rico,North America,1992.3076923076924,0,0,9,13,0.0,0.0,0.0,0.0,2,-0.15106746710739552,1.5537035034815085
Silverhawk Aviation,Porto Rico,North America,1984.590909090909,0,0,4,22,0.0,0.0,0.0,0.0,0,-0.5154293520908286,0.2538109519354808
Singapore Airlines,Singapour,Asia,2010.880281690141,44,109,6,142,30.985915492957744,76.76056338028168,0.3098591549295774,0.3098591549295774,2,2.3859029167523893,0.6712568142914436
Sky Helicopteros,Espagne,Europe,1974.7142857142856,0,0,2,14,0.0,0.0,0.0,0.0,0,-0.6932179251064821,-0.3383399880962506
Sky Quest,Porto Rico,North America,1989.0,0,0,3,13,0.0,0.0,0.0,0.0,0,-0.6181356295565348,-0.073382586793023
SkyCare,Canada,North America,1971.875,0,0,3,16,0.0,0.0,0.0,0.0,0,-0.6098484349818071,-0.05471174556544013
SkyLine Express,Ukraine,Europe,1999.0,0,0,4,7,0.0,0.0,0.0,0.0,0,-0.5568653249644668,0.16045674579756655
SkyLink Express,Canada,North America,1980.8,0,0,3,15,0.0,0.0,0.0,0.0,0,-0.6126108331733829,-0.06093535930796777
SkyUp Airlines,Malte,Europe,1996.7857142857144,3,3,3,14,21.428571428571427,21.428571428571427,0.2142857142857142,0.2142857142857142,0,1.054156106144901,-0.6700249178124356
SkyWest Airlines,Porto Rico,North America,1994.116279069768,0,0,3,86,0.0,0.0,0.0,0.0,0,-0.41648056157149516,0.3809412164114931
SkyWest Charter,Porto Rico,North America,1991.0,0,0,1,8,0.0,0.0,0.0,0.0,0,-0.7876370079974605,-0.6468626855971716
Skyborne Airline Academy,Porto Rico,North America,1992.5,0,0,2,6,0.0,0.0,0.0,0.0,0,-0.7153171106390891,-0.3881288980364716
Skybus,Territoire britannique de l'océan Indien,Asia,1965.0,0,0,2,8,0.0,0.0,0.0,0.0,0,-0.7097923142559374,-0.3756816705514164
Skymark Airlines,Japon,Asia,1997.0,0,0,1,29,0.0,0.0,0.0,0.0,0,-0.729626645974367,-0.5161667970040916
Skytrans,Îles Cocos,Oceania,1985.7142857142856,0,0,2,7,0.0,0.0,0.0,0.0,0,-0.7125547124475132,-0.38190528429394394
Skyward Airlines,Kenya,Africa,1987.7142857142856,0,0,3,7,0.0,0.0,0.0,0.0,0,-0.6347100187059901,-0.11072426924818872
Slate Aviation,Porto Rico,North America,1991.0,0,0,1,7,0.0,0.0,0.0,0.0,0,-0.7903994061890365,-0.6530862993396992
Sloane Helicopters,Territoire britannique de l'océan Indien,Asia,1971.6666666666667,0,0,2,12,0.0,0.0,0.0,0.0,0,-0.6987427214896338,-0.3507872155813058
Smart Aviation,Timor oriental,Asia,1998.0,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
SmartLynx,Malte,Europe,1996.2857142857144,2,2,2,14,14.285714285714285,14.285714285714285,0.1428571428571428,0.1428571428571428,0,0.4198016332334244,-0.740250617937544
Smartavia,Russie,Europe,1995.0,0,2,3,13,0.0,15.384615384615383,0.0,0.0,0,-0.6181356295565348,-0.073382586793023
Smartwings,République tchèque,Europe,2004.2142857142856,18,18,7,42,42.85714285714285,42.85714285714285,0.4285714285714285,0.4285714285714285,1,3.1124113679849787,-0.013905617600581609
Solairus Aviation,Porto Rico,North America,1995.909090909091,0,0,5,11,0.0,0.0,0.0,0.0,0,-0.46797103845664006,0.45653221581343223
Solaseed Air,Japon,Asia,1997.0,0,0,1,14,0.0,0.0,0.0,0.0,0,-0.7710626188480052,-0.6095210031420059
Solenta Aviation,Afrique du Sud,Africa,1982.0,0,0,1,10,0.0,0.0,0.0,0.0,0,-0.7821122116143088,-0.6344154581121164
Sounds Air,Nouvelle-Zélande,Oceania,1987.0,0,0,2,9,0.0,0.0,0.0,0.0,0,-0.7070299160643615,-0.3694580568088887
Southern Airways Express,Porto Rico,North America,1982.659090909091,0,0,3,44,0.0,0.0,0.0,0.0,0,-0.5325012856176823,0.11954943922533315
Southern Illinois University School of Aviation,Porto Rico,North America,1955.0,0,0,1,25,0.0,0.0,0.0,0.0,0,-0.7406762387406706,-0.5410612519742021
Southwest Airlines,Porto Rico,North America,1990.9166666666667,274,274,3,816,33.57843137254902,33.57843137254902,0.3357843137254901,0.3357843137254901,3,4.216211678200396,3.9794922533149855
Southwind Airlines,Turquie,Europe,1999.692307692308,4,4,6,13,30.76923076923077,30.76923076923077,0.3076923076923077,0.3076923076923077,2,2.0126713465539883,-0.12549320592931273
Spain - Air Force,Espagne,Europe,1978.9,0,0,5,10,0.0,0.0,0.0,0.0,0,-0.470733436648216,0.4503086020709046
Spain - Coast Guard,Espagne,Europe,2000.875,0,0,2,16,0.0,0.0,0.0,0.0,0,-0.6876931287233303,-0.3258927606111954
SpiceJet,Inde,Asia,1996.391304347826,7,7,4,23,30.434782608695656,30.434782608695656,0.3043478260869565,0.3043478260869565,1,1.8585486269118532,-0.5962098196360518
Spirit Airlines,Porto Rico,North America,2011.2551724137927,32,123,3,145,22.06896551724138,84.82758620689656,0.2206896551724138,0.2206896551724138,0,1.4659242494427867,0.12725179905200346
Spring Airlines,Taïwan,Asia,2014.4137931034484,12,58,2,58,20.6896551724138,100.0,0.2068965517241379,0.2068965517241379,0,1.0402869556772047,-0.6465784473331158
Spring City Aviation,Porto Rico,North America,1980.8,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
Spring Japan,Japon,Asia,1997.0,0,0,1,6,0.0,0.0,0.0,0.0,0,-0.7931618043806123,-0.6593099130822269
SprintAir,Pologne,Europe,1983.0,0,0,1,7,0.0,0.0,0.0,0.0,0,-0.7903994061890365,-0.6530862993396992
SriLankan Airlines,Sri Lanka,Asia,2005.888888888889,4,6,3,9,44.44444444444444,66.66666666666666,0.4444444444444444,0.4444444444444444,1,2.8335422925124276,-1.348665667936047
St Barth Commuter,Polynésie française,Oceania,1979.1666666666667,0,0,2,6,0.0,0.0,0.0,0.0,0,-0.7153171106390891,-0.3881288980364716
Star Air,Inde,Asia,1999.0,0,0,3,10,0.0,0.0,0.0,0.0,0,-0.6264228241312624,-0.09205342802060583
Star Air Cargo,Afrique du Sud,Africa,1984.0,0,0,1,8,0.0,0.0,0.0,0.0,0,-0.7876370079974605,-0.6468626855971716
Star Peru,Pérou,South America,1984.857142857143,0,0,3,7,0.0,0.0,0.0,0.0,0,-0.6347100187059901,-0.11072426924818872
Star Work Sky,Italie,Europe,1974.0,0,0,1,8,0.0,0.0,0.0,0.0,0,-0.7876370079974605,-0.6468626855971716
Starlux,Taïwan,Asia,2015.107142857143,18,28,3,28,64.28571428571429,100.0,0.6428571428571429,0.6428571428571429,1,4.431888355846685,-1.7886262149409302
Suburban Air Freight,Porto Rico,North America,1982.0,0,0,2,10,0.0,0.0,0.0,0.0,0,-0.7042675178727856,-0.36323444306636105
Summit Air,Canada,North America,1985.5454545454545,0,0,3,11,0.0,0.0,0.0,0.0,0,-0.6236604259396865,-0.08582981427807822
Summit Aviation,Porto Rico,North America,1987.8333333333333,0,0,4,18,0.0,0.0,0.0,0.0,0,-0.5264789448571321,0.22891649696537034
Sun Country Airlines,Porto Rico,North America,1997.1304347826087,0,0,2,46,0.0,0.0,0.0,0.0,0,-0.6048211829760538,-0.13918434833536683
SunExpress,Turquie,Europe,2001.9259259259256,21,21,2,81,25.925925925925924,25.925925925925924,0.2592592592592592,0.2592592592592592,0,1.511787137383007,-0.6507512326144329
Sunclass Airlines,Îles Féroé,Europe,2001.5454545454545,4,4,3,11,36.36363636363637,36.36363636363637,0.3636363636363636,0.3636363636363636,1,2.20948026801644,-1.1088750538740981
Sunrise Airways,Antigua-et-Barbuda,North America,1985.0,0,0,2,6,0.0,0.0,0.0,0.0,0,-0.7153171106390891,-0.3881288980364716
Sunwest Aviation,Canada,North America,1983.5833333333333,0,0,6,12,0.0,0.0,0.0,0.0,2,-0.387363946523541,0.7339368446017152
Suparna Airlines,Taïwan,Asia,1995.5,0,0,2,12,0.0,0.0,0.0,0.0,0,-0.6987427214896338,-0.3507872155813058
Surf Air,Porto Rico,North America,1991.0,0,0,1,8,0.0,0.0,0.0,0.0,0,-0.7876370079974605,-0.6468626855971716
Susi Air,Timor oriental,Asia,1981.2777777777776,0,0,2,18,0.0,0.0,0.0,0.0,0,-0.6821683323401785,-0.31344553312614015
Svensk Luftambulans,Suède,Europe,1999.0,0,0,1,6,0.0,0.0,0.0,0.0,0,-0.7931618043806123,-0.6593099130822269
Svenskt Ambulansflyg,Suède,Europe,2007.0,0,0,1,6,0.0,0.0,0.0,0.0,0,-0.7931618043806123,-0.6593099130822269
Sweden - Swedish Maritime Administration,Suède,Europe,2001.0,0,0,1,7,0.0,0.0,0.0,0.0,0,-0.7903994061890365,-0.6530862993396992
Swift Copters,Suisse,Europe,1985.6666666666667,0,0,7,12,0.0,0.0,0.0,0.0,2,-0.30951925278201775,1.0051178596474704
Swiftair,Espagne,Europe,1986.7272727272727,0,0,5,11,0.0,0.0,0.0,0.0,0,-0.46797103845664006,0.45653221581343223
Swiss,Suisse,Europe,2008.7166666666667,27,38,6,60,45.0,63.33333333333333,0.45,0.45,1,3.2512427754428086,-0.23334817975703415
Swiss Helicopter,Suisse,Europe,1986.206896551724,0,0,3,29,0.0,0.0,0.0,0.0,0,-0.5739372584913206,0.026195233087418862
Syrian Air,Syrie,Asia,1979.0,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
T'way Air,Corée du Sud,Asia,1997.7368421052631,4,4,4,38,10.526315789473683,10.526315789473683,0.1052631578947368,0.1052631578947368,0,0.3488886935406324,0.057244097196022255
TAAG Angola Airlines,Angola,Africa,1992.2,3,3,4,15,20.0,20.0,0.2,0.2,0,1.0234612422440101,-0.35242922604002364
TAP Air Portugal,Portugal,Europe,2011.205128205128,42,57,7,78,53.84615384615385,73.07692307692307,0.5384615384615384,0.5384615384615384,1,4.06802659391241,-0.09901754582442888
TAR Aerolineas,Mexique,North America,1995.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
TUI fly,Allemagne,Europe,2004.6442307692307,45,45,3,104,43.26923076923077,43.26923076923077,0.4326923076923077,0.4326923076923077,1,3.0044076143102427,-0.7243592016076972
Taiga Air,Russie,Europe,1962.3333333333333,0,0,2,6,0.0,0.0,0.0,0.0,0,-0.7153171106390891,-0.3881288980364716
Tarco Air,Gambie,Africa,1990.0,0,0,4,8,0.0,0.0,0.0,0.0,0,-0.554102926772891,0.16668035954009416
Tarom,Roumanie,Europe,1982.0,0,0,2,8,0.0,0.0,0.0,0.0,0,-0.7097923142559374,-0.3756816705514164
Tassili Airlines,Algérie,Africa,1989.0,0,0,2,15,0.0,0.0,0.0,0.0,0,-0.6904555269149062,-0.33211637435372304
Team Global Express,Nouvelle-Zélande,Oceania,1983.0,0,0,2,6,0.0,0.0,0.0,0.0,0,-0.7153171106390891,-0.3881288980364716
Terra Avia,Moldavie,Europe,1987.7142857142856,0,0,3,7,0.0,0.0,0.0,0.0,0,-0.6347100187059901,-0.11072426924818872
Thai Airways,Thaïlande,Asia,2007.111111111111,0,23,3,45,0.0,51.11111111111111,0.0,0.0,0,-0.5297388874261064,0.1257730529678608
Thai Lion Air,Thaïlande,Asia,1997.9310344827584,0,0,2,29,0.0,0.0,0.0,0.0,0,-0.6517819522328437,-0.24498578195833629
Thrive,Porto Rico,North America,2008.1538461538464,5,5,6,13,38.46153846153847,38.46153846153847,0.3846153846153847,0.3846153846153847,1,2.6119895702754774,-0.3419066219977018
Thrust Flight,Porto Rico,North America,1955.0,0,0,1,6,0.0,0.0,0.0,0.0,0,-0.7931618043806123,-0.6593099130822269
Tianjin Air Cargo,Taïwan,Asia,1991.0,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
Tianjin Airlines,Taïwan,Asia,2005.4,0,16,4,50,0.0,32.0,0.0,0.0,0,-0.43808220272670384,0.4280721367262541
Tibet Airlines,Taïwan,Asia,1998.8536585365853,9,9,3,41,21.951219512195124,21.951219512195124,0.2195121951219512,0.2195121951219512,0,1.1694610850615932,-0.5166913941974081
Tigerair Taiwan,Taïwan,Asia,2014.0,0,7,1,7,0.0,100.0,0.0,0.0,0,-0.7903994061890365,-0.6530862993396992
Titan Airways,Territoire britannique de l'océan Indien,Asia,1999.8,1,1,3,5,20.0,20.0,0.2,0.2,0,0.917992566586728,-0.685846378511055
Tradewind Aviation,Porto Rico,North America,1991.0,0,0,1,33,0.0,0.0,0.0,0.0,0,-0.7185770532080634,-0.4912723420339812
Trans Guyana Airways,Guyana,South America,1982.0,0,0,2,13,0.0,0.0,0.0,0.0,0,-0.6959803232980579,-0.34456360183877827
Trans Maldivian Airways,Maldives,Asia,1965.0,0,0,1,61,0.0,0.0,0.0,0.0,0,-0.6412299038439387,-0.3170111572432078
Transavia,France,Europe,2000.7445255474447,10,29,3,137,7.2992700729927,21.16788321167883,0.072992700729927,0.072992700729927,0,0.29309787089809736,0.49298972101112754
Transportes AÃ©reos Pegaso,Mexique,North America,2002.8823529411768,0,0,4,17,0.0,0.0,0.0,0.0,0,-0.529241343048708,0.22269288322284275
Travira Air,Timor oriental,Asia,1992.636363636364,0,1,7,11,0.0,9.090909090909092,0.0,0.0,2,-0.31228165097359367,0.9988942459049427
Trident Aircraft,Porto Rico,North America,2006.2,0,2,4,5,0.0,40.0,0.0,0.0,0,-0.5623901213476186,0.14800951831251133
Trigana Air,Timor oriental,Asia,1984.7142857142856,0,0,2,7,0.0,0.0,0.0,0.0,0,-0.7125547124475132,-0.38190528429394394
Tropic Air,Belize,North America,1982.0,0,0,1,15,0.0,0.0,0.0,0.0,0,-0.7683002206564293,-0.6032973893994783
Tulpar Air,Russie,Europe,1990.0,0,0,4,7,0.0,0.0,0.0,0.0,0,-0.5568653249644668,0.16045674579756655
Tulpar Aircompany,Russie,Europe,1994.142857142857,0,0,3,7,0.0,0.0,0.0,0.0,0,-0.6347100187059901,-0.11072426924818872
Tunisair,Tunisie,Africa,2003.7777777777776,0,5,3,9,0.0,55.55555555555556,0.0,0.0,0,-0.6291852223228382,-0.09827704176313344
Tunisia - Air Force,Zimbabwe,Africa,1966.375,0,0,3,8,0.0,0.0,0.0,0.0,0,-0.6319476205144141,-0.10450065550566111
Turkey - Air Force,Guernesey,Europe,1998.6470588235293,0,0,2,17,0.0,0.0,0.0,0.0,0,-0.6849307305317544,-0.3196691468686677
Turkish Airlines,Turquie,Europe,2002.4006734006728,77,105,10,297,25.925925925925924,35.35353535353536,0.2592592592592592,0.2592592592592592,2,2.7312226966955837,2.8629974561375744
Turkmenistan Airlines,Turkménistan,Asia,1988.368421052632,0,0,7,19,0.0,0.0,0.0,0.0,2,-0.2901824654409866,1.0486831558451637
Twin Jet,France,Europe,1982.0,0,0,1,13,0.0,0.0,0.0,0.0,0,-0.7738250170395811,-0.6157446168845335
UND Aerospace,Porto Rico,North America,1960.6666666666667,0,0,5,9,0.0,0.0,0.0,0.0,0,-0.47349583483979185,0.444084988328377
UPS,Porto Rico,North America,1989.2517482517485,0,30,6,286,0.0,10.48951048951049,0.0,0.0,2,0.36953315796825115,2.439207010054283
US-Bangla Airlines,Timor oriental,Asia,1997.0,0,0,1,8,0.0,0.0,0.0,0.0,0,-0.7876370079974605,-0.6468626855971716
USA Jet Airlines,Porto Rico,North America,1988.857142857143,0,0,3,7,0.0,0.0,0.0,0.0,0,-0.6347100187059901,-0.11072426924818872
UVT Aero,Russie,Europe,1991.0,0,0,1,7,0.0,0.0,0.0,0.0,0,-0.7903994061890365,-0.6530862993396992
Ukraine International Airlines,Ukraine,Europe,2000.4,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
Ultimate Jet,Porto Rico,North America,1993.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
Unicair,Allemagne,Europe,1984.8461538461536,0,0,2,13,0.0,0.0,0.0,0.0,0,-0.6959803232980579,-0.34456360183877827
Union Aviation,Lettonie,Europe,1997.111111111111,0,0,4,9,0.0,0.0,0.0,0.0,0,-0.5513405285813151,0.1729039732826218
United Airlines,Porto Rico,North America,1999.590799031477,183,183,18,1239,14.769975786924938,14.769975786924938,0.1476997578692493,0.1476997578692493,3,5.086983994332147,11.208948368243709
United Arab Emirates - Air Force,Guernesey,Europe,1983.928571428572,0,0,3,14,0.0,0.0,0.0,0.0,0,-0.6153732313649588,-0.06715897305049538
United Aviate Academy,Porto Rico,North America,1995.0,0,0,1,50,0.0,0.0,0.0,0.0,0,-0.6716162839512734,-0.38547090841101156
United Kingdom - Air Ambulance,Territoire britannique de l'océan Indien,Asia,1997.0625,0,13,5,48,0.0,27.08333333333333,0.0,0.0,0,-0.3657623053683324,0.6868059242869541
United Kingdom - Army Air Corps,Zimbabwe,Africa,1970.7377049180327,0,0,4,61,0.0,0.0,0.0,0.0,0,-0.4076958226193691,0.4965318878940579
United Kingdom - Royal Air Force,Zimbabwe,Africa,1982.5852842809363,0,0,11,299,0.0,0.0,0.0,0.0,2,0.7946678031663538,3.8760190639359178
United Kingdom - Royal Air Force Air Transport,Zimbabwe,Africa,1997.438596491228,0,0,6,57,0.0,0.0,0.0,0.0,2,-0.26305602790262617,1.013999463015458
United Kingdom - Royal Navy,Zimbabwe,Africa,1980.782608695652,0,0,3,92,0.0,0.0,0.0,0.0,0,-0.39990617242203985,0.4182828988666588
United Nations,Ukraine,Europe,1982.2,0,0,11,30,0.0,0.0,0.0,0.0,2,0.051582689632441,2.2018669671959885
United States - Air Force,Guernesey,Europe,1982.919463087248,0,0,15,149,0.0,0.0,0.0,0.0,2,0.6916868493960641,4.027201062739796
United States - California Department of Forestry,Porto Rico,North America,1964.382978723404,0,0,4,47,0.0,0.0,0.0,0.0,0,-0.4463693973014315,0.4094012954986712
United States - Coast Guard,Guernesey,Europe,1997.272727272728,0,0,2,33,0.0,0.0,0.0,0.0,0,-0.6407323594665403,-0.22009132698822584
United States - Department of State,Porto Rico,North America,1968.125,0,0,3,8,0.0,0.0,0.0,0.0,0,-0.6319476205144141,-0.10450065550566111
United States - Florida Forest Service,Porto Rico,North America,1956.8947368421047,0,0,4,19,0.0,0.0,0.0,0.0,0,-0.5237165466655562,0.23514011070789798
United States - Maryland State Police,Porto Rico,North America,2001.0,0,0,1,10,0.0,0.0,0.0,0.0,0,-0.7821122116143088,-0.6344154581121164
United States - NASA,Porto Rico,North America,1967.6521739130435,0,0,13,46,0.0,0.0,0.0,0.0,2,0.2514704481807014,2.843806817167941
United States - North Carolina Forest Service,Porto Rico,North America,1959.8125,0,0,6,16,0.0,0.0,0.0,0.0,2,-0.37631435375723743,0.7588312995718256
United States - US Department of Interior,Porto Rico,North America,1952.772727272728,0,0,4,22,0.0,0.0,0.0,0.0,0,-0.5154293520908286,0.2538109519354808
United States - US Immigration and Customs Enforcement,Porto Rico,North America,1973.7911392405065,0,0,7,158,0.0,0.0,0.0,0.0,2,0.09379088318806135,1.9137654660565027
University of Central Missouri Aviation,Porto Rico,North America,1955.0,0,0,1,17,0.0,0.0,0.0,0.0,0,-0.7627754242732776,-0.5908501619144231
Ural Airlines,Russie,Europe,2001.793103448276,8,11,4,29,27.58620689655172,37.93103448275862,0.2758620689655172,0.2758620689655172,2,1.6531865823893328,-0.47872703707759956
Urumqi Air,Taïwan,Asia,1997.0,0,0,1,16,0.0,0.0,0.0,0.0,0,-0.7655378224648535,-0.5970737756569506
Utair,Russie,Europe,1990.619047619048,0,0,7,42,0.0,0.0,0.0,0.0,2,-0.22664730703474126,1.191826271923299
Uzbekistan Airways,Ouzbékistan,Asia,1997.645161290323,5,15,7,31,16.129032258064516,48.38709677419355,0.1612903225806451,0.1612903225806451,2,0.9996012980803991,0.6695964548056477
VallJet,France,Europe,1989.857142857143,0,0,3,7,0.0,0.0,0.0,0.0,0,-0.6347100187059901,-0.11072426924818872
Varesh Airlines,Iran,Asia,1985.875,0,0,2,8,0.0,0.0,0.0,0.0,0,-0.7097923142559374,-0.3756816705514164
Ventura,Porto Rico,North America,1992.7142857142856,0,0,2,7,0.0,0.0,0.0,0.0,0,-0.7125547124475132,-0.38190528429394394
Venture Aviation Group,Porto Rico,North America,1986.0,0,0,4,5,0.0,0.0,0.0,0.0,0,-0.5623901213476186,0.14800951831251133
Via Air,République centrafricaine,Africa,1978.8333333333333,0,0,4,6,0.0,0.0,0.0,0.0,0,-0.5596277231560427,0.15423313205503894
Victory Air,Porto Rico,North America,1995.0,0,0,1,10,0.0,0.0,0.0,0.0,0,-0.7821122116143088,-0.6344154581121164
